keywords,bid,views,clicks,conversions,total costs
dotted grid notebook,21,3404,248.0,36.0,5208.0
spiral bound notebook,22,2442,423.0,24.0,9306.0
art sketchbook,15,1697,165.0,12.0,2475.0
art sketchbook,15,2976,290.0,21.0,4350.0
leather cover notebook,23,4272,266.0,26.0,6118.0
engineering notebook,21,4973,570.0,33.0,11970.0
travelers notebook,19,4084,561.0,41.0,10659.0
leather cover notebook,23,3490,217.0,21.0,4991.0
spiral bound notebook,22,1725,299.0,17.0,6578.0
personalized notebook,22,4803,775.0,98.0,17050.0
plain paper,12,1285,141.0,16.0,1692.0
academic planner notebook,26,4827,409.0,36.0,10634.0
recycled paper notebook,24,2891,380.0,30.0,9120.0
dotted grid notebook,21,4329,316.0,46.0,6636.0
recycled paper notebook,24,1569,206.0,16.0,4944.0
vintage notebook,17,4619,300.0,19.0,5100.0
spiral bound notebook,22,3887,673.0,39.0,14806.0
college ruled notebook,23,2964,437.0,33.0,10051.0
recycled paper notebook,24,2513,330.0,26.0,7920.0
large notebook,15,1497,144.0,10.0,2160.0
college ruled notebook,23,4976,734.0,55.0,16882.0
plain paper,12,2917,320.0,36.0,3840.0
engineering notebook,21,1704,195.0,11.0,4095.0
recycled paper notebook,24,2356,309.0,24.0,7416.0
plain paper,12,1561,171.0,19.0,2052.0
plain paper,12,2998,328.0,37.0,3936.0
notebook with pockets,22,1031,201.0,14.0,4422.0
softcover notebook,19,4681,388.0,42.0,7372.0
softcover notebook,19,1042,86.0,9.0,1634.0
waterproof notebook,20,2916,541.0,44.0,10820.0
vintage notebook,17,2374,154.0,10.0,2618.0
travelers notebook,19,4405,605.0,45.0,11495.0
kids notebook,14,2845,356.0,18.0,4984.0
travelers notebook,19,1558,214.0,16.0,4066.0
spiral bound notebook,22,3317,575.0,33.0,12650.0
vintage notebook,17,4894,318.0,20.0,5406.0
hardcover notebook,19,2436,255.0,34.0,4845.0
art sketchbook,15,1942,189.0,13.0,2835.0
personalized notebook,22,2598,419.0,53.0,9218.0
notebook with pockets,22,4090,797.0,56.0,17534.0
kids notebook,14,2370,297.0,15.0,4158.0
travelers notebook,19,2928,402.0,30.0,7638.0
kids notebook,14,2636,330.0,17.0,4620.0
hardcover notebook,19,3084,323.0,43.0,6137.0
recycled paper notebook,24,4690,616.0,48.0,14784.0
vintage notebook,17,1091,71.0,4.0,1207.0
plain paper,12,2843,311.0,35.0,3732.0
recycled paper notebook,24,1184,155.0,12.0,3720.0
spiral bound notebook,22,1727,299.0,17.0,6578.0
personalized notebook,22,2051,331.0,42.0,7282.0
college ruled notebook,23,2571,379.0,28.0,8717.0
travelers notebook,19,3419,469.0,35.0,8911.0
notebook with pen holder,25,1831,176.0,24.0,4400.0
art sketchbook,15,4601,448.0,32.0,6720.0
travelers notebook,19,1344,184.0,14.0,3496.0
travelers notebook,19,2442,335.0,25.0,6365.0
academic planner notebook,26,2219,188.0,17.0,4888.0
large notebook,15,3125,300.0,21.0,4500.0
personalized notebook,22,1166,188.0,24.0,4136.0
large notebook,15,4161,399.0,29.0,5985.0
recycled paper notebook,24,1263,166.0,13.0,3984.0
notebook with pockets,22,2495,486.0,34.0,10692.0
plain paper,12,2231,244.0,28.0,2928.0
notebook with pockets,22,3771,735.0,51.0,16170.0
softcover notebook,19,4342,360.0,39.0,6840.0
plain paper,12,2286,250.0,28.0,3000.0
engineering notebook,21,2529,290.0,17.0,6090.0
graph paper notebook,21,2808,291.0,35.0,6111.0
recycled paper notebook,24,3559,467.0,36.0,11208.0
recycled paper notebook,24,2877,378.0,29.0,9072.0
notebook with pen holder,25,2749,264.0,36.0,6600.0
kids notebook,14,2909,364.0,18.0,5096.0
academic planner notebook,26,3623,307.0,27.0,7982.0
dotted grid notebook,21,4595,335.0,48.0,7035.0
recycled paper notebook,24,3769,495.0,38.0,11880.0
hardcover notebook,19,2335,245.0,33.0,4655.0
leather cover notebook,23,2197,137.0,14.0,3151.0
softcover notebook,19,3478,289.0,31.0,5491.0
academic planner notebook,26,1767,150.0,13.0,3900.0
engineering notebook,21,3510,402.0,24.0,8442.0
art sketchbook,15,1100,107.0,8.0,1605.0
travelers notebook,19,4087,561.0,41.0,10659.0
dotted grid notebook,21,2732,199.0,29.0,4179.0
softcover notebook,19,4329,359.0,38.0,6821.0
plain paper,12,2919,320.0,36.0,3840.0
plain paper,12,3291,360.0,41.0,4320.0
personalized notebook,22,2371,383.0,48.0,8426.0
notebook with pen holder,25,4320,415.0,57.0,10375.0
dotted grid notebook,21,1104,81.0,12.0,1701.0
personalized notebook,22,1693,273.0,34.0,6006.0
dotted grid notebook,21,2690,196.0,28.0,4116.0
recycled paper notebook,24,2310,303.0,24.0,7272.0
plain paper,12,4240,464.0,53.0,5568.0
softcover notebook,19,4491,373.0,40.0,7087.0
engineering notebook,21,2070,237.0,14.0,4977.0
vintage notebook,17,2066,134.0,8.0,2278.0
plain paper,12,4392,481.0,54.0,5772.0
kids notebook,14,1817,227.0,11.0,3178.0
college ruled notebook,23,3268,482.0,36.0,11086.0
spiral bound notebook,22,2536,439.0,25.0,9658.0
plain paper,12,4783,524.0,59.0,6288.0
waterproof notebook,20,4512,838.0,68.0,16760.0
plain paper,12,3191,350.0,40.0,4200.0
hardcover notebook,19,1889,198.0,27.0,3762.0
personalized notebook,22,4099,662.0,84.0,14564.0
leather cover notebook,23,2877,179.0,18.0,4117.0
engineering notebook,21,2873,329.0,19.0,6909.0
vintage notebook,17,1789,116.0,7.0,1972.0
recycled paper notebook,24,1552,204.0,16.0,4896.0
waterproof notebook,20,1843,342.0,28.0,6840.0
waterproof notebook,20,1658,308.0,25.0,6160.0
leather cover notebook,23,4928,306.0,30.0,7038.0
art sketchbook,15,4761,464.0,33.0,6960.0
waterproof notebook,20,4898,909.0,74.0,18180.0
plain paper,12,3884,425.0,48.0,5100.0
personalized notebook,22,2018,326.0,41.0,7172.0
graph paper notebook,21,2953,306.0,37.0,6426.0
spiral bound notebook,22,2190,379.0,22.0,8338.0
academic planner notebook,26,4706,399.0,35.0,10374.0
spiral bound notebook,22,4657,807.0,47.0,17754.0
waterproof notebook,20,1750,325.0,26.0,6500.0
softcover notebook,19,3296,273.0,29.0,5187.0
spiral bound notebook,22,1774,307.0,18.0,6754.0
kids notebook,14,3811,477.0,24.0,6678.0
academic planner notebook,26,2380,202.0,18.0,5252.0
spiral bound notebook,22,4182,724.0,42.0,15928.0
engineering notebook,21,1691,194.0,11.0,4074.0
art sketchbook,15,4771,465.0,33.0,6975.0
graph paper notebook,21,3867,400.0,48.0,8400.0
large notebook,15,1718,165.0,12.0,2475.0
academic planner notebook,26,1233,105.0,9.0,2730.0
softcover notebook,19,3071,255.0,27.0,4845.0
leather cover notebook,23,4097,255.0,25.0,5865.0
spiral bound notebook,22,2404,416.0,24.0,9152.0
notebook with pen holder,25,4801,461.0,63.0,11525.0
college ruled notebook,23,2005,296.0,22.0,6808.0
waterproof notebook,20,2369,440.0,36.0,8800.0
vintage notebook,17,2401,156.0,10.0,2652.0
waterproof notebook,20,3569,663.0,54.0,13260.0
graph paper notebook,21,3064,317.0,38.0,6657.0
personalized notebook,22,3292,531.0,67.0,11682.0
softcover notebook,19,3765,312.0,33.0,5928.0
notebook with pockets,22,3817,744.0,52.0,16368.0
academic planner notebook,26,4695,398.0,35.0,10348.0
waterproof notebook,20,1716,319.0,26.0,6380.0
vintage notebook,17,2562,166.0,10.0,2822.0
waterproof notebook,20,4654,864.0,70.0,17280.0
hardcover notebook,19,2711,284.0,38.0,5396.0
personalized notebook,22,2225,359.0,45.0,7898.0
notebook with pockets,22,2271,443.0,31.0,9746.0
dotted grid notebook,21,3165,231.0,33.0,4851.0
hardcover notebook,19,1008,106.0,14.0,2014.0
personalized notebook,22,1597,258.0,33.0,5676.0
plain paper,12,1022,112.0,13.0,1344.0
leather cover notebook,23,2990,186.0,18.0,4278.0
academic planner notebook,26,3287,279.0,25.0,7254.0
engineering notebook,21,2608,299.0,18.0,6279.0
notebook with pen holder,25,3074,295.0,40.0,7375.0
waterproof notebook,20,4031,748.0,61.0,14960.0
hardcover notebook,19,4932,517.0,70.0,9823.0
travelers notebook,19,2104,289.0,21.0,5491.0
kids notebook,14,4667,584.0,30.0,8176.0
large notebook,15,3246,311.0,22.0,4665.0
notebook with pockets,22,4626,902.0,63.0,19844.0
college ruled notebook,23,3822,564.0,42.0,12972.0
waterproof notebook,20,1091,203.0,16.0,4060.0
notebook with pen holder,25,1850,178.0,24.0,4450.0
academic planner notebook,26,2982,253.0,22.0,6578.0
engineering notebook,21,2107,242.0,14.0,5082.0
large notebook,15,1299,125.0,9.0,1875.0
leather cover notebook,23,3343,208.0,21.0,4784.0
dotted grid notebook,21,3694,270.0,39.0,5670.0
graph paper notebook,21,2477,256.0,31.0,5376.0
plain paper,12,2304,252.0,29.0,3024.0
academic planner notebook,26,2000,170.0,15.0,4420.0
leather cover notebook,23,2082,129.0,13.0,2967.0
notebook with pen holder,25,3956,380.0,52.0,9500.0
kids notebook,14,3918,490.0,25.0,6860.0
engineering notebook,21,2365,271.0,16.0,5691.0
personalized notebook,22,3800,613.0,77.0,13486.0
travelers notebook,19,4536,623.0,46.0,11837.0
vintage notebook,17,4951,321.0,20.0,5457.0
hardcover notebook,19,3389,355.0,48.0,6745.0
travelers notebook,19,4681,643.0,48.0,12217.0
softcover notebook,19,3109,258.0,28.0,4902.0
large notebook,15,1775,170.0,12.0,2550.0
engineering notebook,21,3672,421.0,25.0,8841.0
waterproof notebook,20,2452,455.0,37.0,9100.0
large notebook,15,2681,257.0,18.0,3855.0
kids notebook,14,2751,344.0,17.0,4816.0
hardcover notebook,19,3303,346.0,47.0,6574.0
kids notebook,14,3875,485.0,25.0,6790.0
notebook with pockets,22,4061,792.0,55.0,17424.0
plain paper,12,2851,312.0,35.0,3744.0
engineering notebook,21,2897,332.0,19.0,6972.0
graph paper notebook,21,4841,501.0,60.0,10521.0
notebook with pen holder,25,2729,262.0,36.0,6550.0
softcover notebook,19,4418,367.0,39.0,6973.0
college ruled notebook,23,4597,678.0,51.0,15594.0
kids notebook,14,2327,291.0,15.0,4074.0
large notebook,15,1614,155.0,11.0,2325.0
large notebook,15,1244,119.0,9.0,1785.0
leather cover notebook,23,1756,109.0,11.0,2507.0
personalized notebook,22,1823,294.0,37.0,6468.0
personalized notebook,22,3827,618.0,78.0,13596.0
engineering notebook,21,4807,551.0,32.0,11571.0
academic planner notebook,26,3779,320.0,28.0,8320.0
engineering notebook,21,2846,326.0,19.0,6846.0
dotted grid notebook,21,2435,178.0,26.0,3738.0
vintage notebook,17,3925,255.0,16.0,4335.0
spiral bound notebook,22,2240,388.0,22.0,8536.0
college ruled notebook,23,1515,223.0,17.0,5129.0
college ruled notebook,23,1473,217.0,16.0,4991.0
graph paper notebook,21,1035,107.0,13.0,2247.0
academic planner notebook,26,4249,360.0,32.0,9360.0
travelers notebook,19,2410,331.0,24.0,6289.0
academic planner notebook,26,2792,237.0,21.0,6162.0
academic planner notebook,26,4088,346.0,31.0,8996.0
engineering notebook,21,2734,313.0,18.0,6573.0
hardcover notebook,19,1829,192.0,26.0,3648.0
academic planner notebook,26,4119,349.0,31.0,9074.0
travelers notebook,19,4133,567.0,42.0,10773.0
college ruled notebook,23,2092,309.0,23.0,7107.0
notebook with pen holder,25,4730,454.0,62.0,11350.0
engineering notebook,21,4942,567.0,33.0,11907.0
notebook with pen holder,25,3413,328.0,45.0,8200.0
recycled paper notebook,24,2185,287.0,22.0,6888.0
softcover notebook,19,2762,229.0,25.0,4351.0
college ruled notebook,23,1944,287.0,22.0,6601.0
travelers notebook,19,4023,552.0,41.0,10488.0
academic planner notebook,26,2511,213.0,19.0,5538.0
dotted grid notebook,21,1430,104.0,15.0,2184.0
engineering notebook,21,3022,347.0,20.0,7287.0
college ruled notebook,23,1858,274.0,21.0,6302.0
softcover notebook,19,4560,378.0,40.0,7182.0
vintage notebook,17,1229,80.0,5.0,1360.0
college ruled notebook,23,3417,504.0,38.0,11592.0
personalized notebook,22,1177,190.0,24.0,4180.0
hardcover notebook,19,4928,516.0,69.0,9804.0
waterproof notebook,20,2433,452.0,37.0,9040.0
travelers notebook,19,3615,496.0,37.0,9424.0
recycled paper notebook,24,2613,343.0,27.0,8232.0
travelers notebook,19,4341,596.0,44.0,11324.0
graph paper notebook,21,4277,442.0,53.0,9282.0
plain paper,12,3840,421.0,48.0,5052.0
travelers notebook,19,2763,379.0,28.0,7201.0
college ruled notebook,23,3947,582.0,44.0,13386.0
graph paper notebook,21,2774,287.0,34.0,6027.0
waterproof notebook,20,1974,366.0,30.0,7320.0
engineering notebook,21,4871,559.0,33.0,11739.0
graph paper notebook,21,1081,112.0,13.0,2352.0
notebook with pockets,22,1845,360.0,25.0,7920.0
recycled paper notebook,24,3809,500.0,39.0,12000.0
kids notebook,14,2216,277.0,14.0,3878.0
large notebook,15,1617,155.0,11.0,2325.0
notebook with pen holder,25,4260,409.0,56.0,10225.0
notebook with pen holder,25,4347,417.0,57.0,10425.0
engineering notebook,21,4145,475.0,28.0,9975.0
hardcover notebook,19,4081,428.0,58.0,8132.0
vintage notebook,17,4706,306.0,19.0,5202.0
travelers notebook,19,3263,448.0,33.0,8512.0
vintage notebook,17,3337,217.0,13.0,3689.0
spiral bound notebook,22,1444,250.0,14.0,5500.0
personalized notebook,22,1922,310.0,39.0,6820.0
graph paper notebook,21,3599,372.0,44.0,7812.0
waterproof notebook,20,1192,221.0,18.0,4420.0
personalized notebook,22,2662,430.0,54.0,9460.0
travelers notebook,19,1288,177.0,13.0,3363.0
college ruled notebook,23,3630,535.0,40.0,12305.0
leather cover notebook,23,4720,293.0,29.0,6739.0
waterproof notebook,20,2167,402.0,33.0,8040.0
softcover notebook,19,4460,370.0,40.0,7030.0
academic planner notebook,26,4937,418.0,37.0,10868.0
engineering notebook,21,4963,569.0,33.0,11949.0
spiral bound notebook,22,2430,421.0,24.0,9262.0
travelers notebook,19,2834,389.0,29.0,7391.0
notebook with pockets,22,4441,866.0,61.0,19052.0
vintage notebook,17,3904,253.0,16.0,4301.0
waterproof notebook,20,4512,838.0,68.0,16760.0
travelers notebook,19,2970,408.0,30.0,7752.0
dotted grid notebook,21,3828,279.0,40.0,5859.0
academic planner notebook,26,1895,161.0,14.0,4186.0
art sketchbook,15,1919,187.0,13.0,2805.0
travelers notebook,19,4722,648.0,48.0,12312.0
hardcover notebook,19,3611,378.0,51.0,7182.0
college ruled notebook,23,3034,448.0,34.0,10304.0
kids notebook,14,2552,319.0,16.0,4466.0
spiral bound notebook,22,2700,468.0,27.0,10296.0
waterproof notebook,20,3060,568.0,46.0,11360.0
waterproof notebook,20,2725,506.0,41.0,10120.0
large notebook,15,4034,387.0,28.0,5805.0
notebook with pockets,22,3387,660.0,46.0,14520.0
large notebook,15,3912,375.0,27.0,5625.0
softcover notebook,19,2897,240.0,26.0,4560.0
waterproof notebook,20,4935,916.0,74.0,18320.0
engineering notebook,21,2799,321.0,19.0,6741.0
academic planner notebook,26,1311,111.0,10.0,2886.0
hardcover notebook,19,3780,396.0,53.0,7524.0
waterproof notebook,20,2127,395.0,32.0,7900.0
college ruled notebook,23,1338,197.0,15.0,4531.0
graph paper notebook,21,4269,442.0,53.0,9282.0
recycled paper notebook,24,3347,439.0,34.0,10536.0
hardcover notebook,19,4515,473.0,64.0,8987.0
engineering notebook,21,1358,156.0,9.0,3276.0
graph paper notebook,21,4439,459.0,55.0,9639.0
recycled paper notebook,24,3216,422.0,33.0,10128.0
vintage notebook,17,2172,141.0,9.0,2397.0
notebook with pockets,22,3808,742.0,52.0,16324.0
art sketchbook,15,1767,172.0,12.0,2580.0
notebook with pockets,22,4029,785.0,55.0,17270.0
dotted grid notebook,21,3089,225.0,32.0,4725.0
recycled paper notebook,24,1201,158.0,12.0,3792.0
recycled paper notebook,24,4017,527.0,41.0,12648.0
vintage notebook,17,4315,280.0,17.0,4760.0
softcover notebook,19,2692,223.0,24.0,4237.0
art sketchbook,15,1463,143.0,10.0,2145.0
graph paper notebook,21,1448,150.0,18.0,3150.0
engineering notebook,21,1912,219.0,13.0,4599.0
kids notebook,14,1797,225.0,11.0,3150.0
kids notebook,14,1793,224.0,11.0,3136.0
personalized notebook,22,1436,232.0,29.0,5104.0
plain paper,12,2916,319.0,36.0,3828.0
spiral bound notebook,22,2773,480.0,28.0,10560.0
notebook with pockets,22,1530,298.0,21.0,6556.0
spiral bound notebook,22,1564,271.0,16.0,5962.0
travelers notebook,19,2620,360.0,27.0,6840.0
spiral bound notebook,22,2296,398.0,23.0,8756.0
kids notebook,14,4501,563.0,28.0,7882.0
vintage notebook,17,3919,254.0,16.0,4318.0
art sketchbook,15,1212,118.0,8.0,1770.0
dotted grid notebook,21,1948,142.0,20.0,2982.0
large notebook,15,4944,474.0,34.0,7110.0
notebook with pen holder,25,2127,204.0,28.0,5100.0
college ruled notebook,23,1191,176.0,13.0,4048.0
spiral bound notebook,22,4760,825.0,48.0,18150.0
art sketchbook,15,4730,461.0,33.0,6915.0
engineering notebook,21,2403,276.0,16.0,5796.0
travelers notebook,19,2990,410.0,30.0,7790.0
waterproof notebook,20,2104,391.0,32.0,7820.0
art sketchbook,15,1704,166.0,12.0,2490.0
softcover notebook,19,1548,128.0,14.0,2432.0
large notebook,15,4448,426.0,31.0,6390.0
hardcover notebook,19,2861,300.0,40.0,5700.0
spiral bound notebook,22,1153,200.0,12.0,4400.0
leather cover notebook,23,2665,166.0,16.0,3818.0
notebook with pockets,22,1570,306.0,21.0,6732.0
vintage notebook,17,4807,312.0,19.0,5304.0
softcover notebook,19,2784,231.0,25.0,4389.0
waterproof notebook,20,3287,610.0,49.0,12200.0
softcover notebook,19,3421,284.0,30.0,5396.0
vintage notebook,17,4972,323.0,20.0,5491.0
dotted grid notebook,21,1804,132.0,19.0,2772.0
spiral bound notebook,22,1798,311.0,18.0,6842.0
travelers notebook,19,4275,587.0,43.0,11153.0
plain paper,12,1610,176.0,20.0,2112.0
personalized notebook,22,4421,714.0,90.0,15708.0
personalized notebook,22,3735,603.0,76.0,13266.0
spiral bound notebook,22,3821,662.0,38.0,14564.0
art sketchbook,15,2806,274.0,19.0,4110.0
vintage notebook,17,1142,74.0,5.0,1258.0
kids notebook,14,4260,533.0,27.0,7462.0
academic planner notebook,26,1271,108.0,10.0,2808.0
graph paper notebook,21,2555,264.0,32.0,5544.0
graph paper notebook,21,4916,509.0,61.0,10689.0
personalized notebook,22,4371,705.0,89.0,15510.0
notebook with pen holder,25,3473,333.0,46.0,8325.0
college ruled notebook,23,3093,456.0,34.0,10488.0
leather cover notebook,23,3142,195.0,19.0,4485.0
art sketchbook,15,3111,303.0,22.0,4545.0
leather cover notebook,23,3460,215.0,21.0,4945.0
recycled paper notebook,24,4714,619.0,48.0,14856.0
kids notebook,14,4080,511.0,26.0,7154.0
recycled paper notebook,24,1458,191.0,15.0,4584.0
leather cover notebook,23,2738,170.0,17.0,3910.0
personalized notebook,22,2432,393.0,50.0,8646.0
vintage notebook,17,3517,228.0,14.0,3876.0
dotted grid notebook,21,3857,281.0,40.0,5901.0
personalized notebook,22,1505,243.0,31.0,5346.0
kids notebook,14,2709,339.0,17.0,4746.0
travelers notebook,19,2096,288.0,21.0,5472.0
hardcover notebook,19,1083,114.0,15.0,2166.0
plain paper,12,1058,116.0,13.0,1392.0
engineering notebook,21,2044,234.0,14.0,4914.0
vintage notebook,17,2481,161.0,10.0,2737.0
personalized notebook,22,3965,640.0,81.0,14080.0
art sketchbook,15,3204,312.0,22.0,4680.0
large notebook,15,4902,470.0,34.0,7050.0
vintage notebook,17,2352,153.0,9.0,2601.0
travelers notebook,19,2596,356.0,26.0,6764.0
art sketchbook,15,1575,154.0,11.0,2310.0
personalized notebook,22,3884,627.0,79.0,13794.0
graph paper notebook,21,1679,174.0,21.0,3654.0
leather cover notebook,23,1202,75.0,7.0,1725.0
kids notebook,14,4712,590.0,30.0,8260.0
personalized notebook,22,4828,779.0,98.0,17138.0
travelers notebook,19,2129,292.0,22.0,5548.0
spiral bound notebook,22,4904,850.0,49.0,18700.0
art sketchbook,15,4193,409.0,29.0,6135.0
spiral bound notebook,22,1317,228.0,13.0,5016.0
notebook with pockets,22,2205,430.0,30.0,9460.0
plain paper,12,2638,289.0,33.0,3468.0
plain paper,12,4387,481.0,54.0,5772.0
personalized notebook,22,4885,788.0,99.0,17336.0
graph paper notebook,21,2796,289.0,35.0,6069.0
recycled paper notebook,24,4696,616.0,48.0,14784.0
softcover notebook,19,1405,117.0,13.0,2223.0
waterproof notebook,20,4033,749.0,61.0,14980.0
vintage notebook,17,3996,259.0,16.0,4403.0
college ruled notebook,23,4141,611.0,46.0,14053.0
notebook with pockets,22,4231,825.0,58.0,18150.0
dotted grid notebook,21,4311,315.0,45.0,6615.0
academic planner notebook,26,4594,389.0,35.0,10114.0
leather cover notebook,23,4209,262.0,26.0,6026.0
leather cover notebook,23,3542,220.0,22.0,5060.0
recycled paper notebook,24,1678,220.0,17.0,5280.0
recycled paper notebook,24,2270,298.0,23.0,7152.0
vintage notebook,17,2889,188.0,12.0,3196.0
hardcover notebook,19,4614,484.0,65.0,9196.0
vintage notebook,17,2547,165.0,10.0,2805.0
hardcover notebook,19,4314,452.0,61.0,8588.0
large notebook,15,2643,253.0,18.0,3795.0
college ruled notebook,23,2359,348.0,26.0,8004.0
recycled paper notebook,24,2445,321.0,25.0,7704.0
hardcover notebook,19,1834,192.0,26.0,3648.0
